Category,Prompt,Recommendation
Buildings,Buildings scene showing 3 huts,"Background color: navy blue; Number of objects: 3; Object colors: yellow, black"
Buildings,Buildings scene showing 5 villas,"Background color: navy blue; Number of objects: 5; Object colors: orange, orange"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: sky blue; Number of objects: 4; Object colors: blue, red"
Buildings,Buildings scene showing 3 modern houses,"Background color: beige; Number of objects: 3; Object colors: brown, black"
Buildings,Buildings scene showing 4 castles,"Background color: sunset orange; Number of objects: 4; Object colors: blue, red"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: navy blue; Number of objects: 4; Object colors: pink, green"
Buildings,Buildings scene showing 4 apartments,"Background color: sunset orange; Number of objects: 4; Object colors: purple, purple"
Buildings,Buildings scene showing 3 villas,"Background color: navy blue; Number of objects: 3; Object colors: orange, purple"
Buildings,Buildings scene showing 2 skyscrapers,"Background color: sunset orange; Number of objects: 2; Object colors: pink, blue"
Buildings,Buildings scene showing 1 villa,"Background color: sky blue; Number of objects: 1; Object colors: black, yellow"
Buildings,Buildings scene showing 3 cabins,"Background color: sunset orange; Number of objects: 3; Object colors: gray, pink"
Buildings,Buildings scene showing 3 apartments,"Background color: navy blue; Number of objects: 3; Object colors: green, green"
Buildings,Buildings scene showing 3 villas,"Background color: beige; Number of objects: 3; Object colors: blue, white"
Buildings,Buildings scene showing 1 hut,"Background color: forest green; Number of objects: 1; Object colors: red, brown"
Buildings,Buildings scene showing 5 huts,"Background color: sky blue; Number of objects: 5; Object colors: green, pink"
Buildings,Buildings scene showing 2 villas,"Background color: sky blue; Number of objects: 2; Object colors: brown, orange"
Buildings,Buildings scene showing 2 skyscrapers,"Background color: cloudy gray; Number of objects: 2; Object colors: pink, blue"
Buildings,Buildings scene showing 5 apartments,"Background color: light yellow; Number of objects: 5; Object colors: pink, green"
Buildings,Buildings scene showing 5 huts,"Background color: sky blue; Number of objects: 5; Object colors: yellow, white"
Buildings,Buildings scene showing 5 skyscrapers,"Background color: midnight black; Number of objects: 5; Object colors: red, black"
Buildings,Buildings scene showing 3 modern houses,"Background color: forest green; Number of objects: 3; Object colors: yellow, orange"
Buildings,Buildings scene showing 3 apartments,"Background color: sunset orange; Number of objects: 3; Object colors: red, blue"
Buildings,Buildings scene showing 3 skyscrapers,"Background color: sunset orange; Number of objects: 3; Object colors: blue, red"
Buildings,Buildings scene showing 1 modern house,"Background color: cloudy gray; Number of objects: 1; Object colors: white, brown"
Buildings,Buildings scene showing 3 modern houses,"Background color: light yellow; Number of objects: 3; Object colors: purple, pink"
Buildings,Buildings scene showing 3 skyscrapers,"Background color: light yellow; Number of objects: 3; Object colors: red, brown"
Buildings,Buildings scene showing 1 villa,"Background color: sky blue; Number of objects: 1; Object colors: yellow, black"
Buildings,Buildings scene showing 2 castles,"Background color: forest green; Number of objects: 2; Object colors: green, orange"
Buildings,Buildings scene showing 2 skyscrapers,"Background color: light yellow; Number of objects: 2; Object colors: gray, brown"
Buildings,Buildings scene showing 3 huts,"Background color: beige; Number of objects: 3; Object colors: red, blue"
Buildings,Buildings scene showing 5 apartments,"Background color: sky blue; Number of objects: 5; Object colors: pink, black"
Buildings,Buildings scene showing 2 cabins,"Background color: navy blue; Number of objects: 2; Object colors: yellow, orange"
Buildings,Buildings scene showing 4 modern houses,"Background color: beige; Number of objects: 4; Object colors: pink, orange"
Buildings,Buildings scene showing 2 castles,"Background color: light yellow; Number of objects: 2; Object colors: orange, brown"
Buildings,Buildings scene showing 5 huts,"Background color: light yellow; Number of objects: 5; Object colors: brown, orange"
Buildings,Buildings scene showing 1 villa,"Background color: light yellow; Number of objects: 1; Object colors: yellow, purple"
Buildings,Buildings scene showing 1 skyscraper,"Background color: beige; Number of objects: 1; Object colors: black, yellow"
Buildings,Buildings scene showing 1 skyscraper,"Background color: sky blue; Number of objects: 1; Object colors: yellow, green"
Buildings,Buildings scene showing 5 cabins,"Background color: beige; Number of objects: 5; Object colors: pink, red"
Buildings,Buildings scene showing 2 villas,"Background color: cloudy gray; Number of objects: 2; Object colors: white, yellow"
Buildings,Buildings scene showing 1 castle,"Background color: midnight black; Number of objects: 1; Object colors: orange, pink"
Buildings,Buildings scene showing 3 castles,"Background color: sunset orange; Number of objects: 3; Object colors: yellow, gray"
Buildings,Buildings scene showing 5 huts,"Background color: forest green; Number of objects: 5; Object colors: pink, purple"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: sunset orange; Number of objects: 4; Object colors: gray, black"
Buildings,Buildings scene showing 3 apartments,"Background color: forest green; Number of objects: 3; Object colors: yellow, purple"
Buildings,Buildings scene showing 2 modern houses,"Background color: sky blue; Number of objects: 2; Object colors: brown, blue"
Buildings,Buildings scene showing 1 skyscraper,"Background color: beige; Number of objects: 1; Object colors: orange, pink"
Buildings,Buildings scene showing 2 modern houses,"Background color: cloudy gray; Number of objects: 2; Object colors: black, brown"
Buildings,Buildings scene showing 3 huts,"Background color: light yellow; Number of objects: 3; Object colors: green, purple"
Buildings,Buildings scene showing 1 apartment,"Background color: forest green; Number of objects: 1; Object colors: white, green"
Buildings,Buildings scene showing 1 villa,"Background color: sky blue; Number of objects: 1; Object colors: pink, white"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: forest green; Number of objects: 4; Object colors: brown, yellow"
Buildings,Buildings scene showing 4 castles,"Background color: beige; Number of objects: 4; Object colors: pink, pink"
Buildings,Buildings scene showing 1 hut,"Background color: navy blue; Number of objects: 1; Object colors: white, red"
Buildings,Buildings scene showing 3 huts,"Background color: light yellow; Number of objects: 3; Object colors: black, gray"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: forest green; Number of objects: 4; Object colors: gray, orange"
Buildings,Buildings scene showing 2 cabins,"Background color: forest green; Number of objects: 2; Object colors: blue, orange"
Buildings,Buildings scene showing 2 cabins,"Background color: navy blue; Number of objects: 2; Object colors: brown, blue"
Buildings,Buildings scene showing 5 huts,"Background color: beige; Number of objects: 5; Object colors: black, yellow"
Buildings,Buildings scene showing 2 apartments,"Background color: beige; Number of objects: 2; Object colors: purple, pink"
Buildings,Buildings scene showing 3 castles,"Background color: navy blue; Number of objects: 3; Object colors: green, green"
Buildings,Buildings scene showing 1 cabin,"Background color: cloudy gray; Number of objects: 1; Object colors: white, yellow"
Buildings,Buildings scene showing 4 cabins,"Background color: sky blue; Number of objects: 4; Object colors: white, orange"
Buildings,Buildings scene showing 5 apartments,"Background color: light yellow; Number of objects: 5; Object colors: pink, blue"
Buildings,Buildings scene showing 5 castles,"Background color: sky blue; Number of objects: 5; Object colors: white, white"
Buildings,Buildings scene showing 4 huts,"Background color: navy blue; Number of objects: 4; Object colors: black, blue"
Buildings,Buildings scene showing 4 cabins,"Background color: forest green; Number of objects: 4; Object colors: pink, gray"
Buildings,Buildings scene showing 2 villas,"Background color: light yellow; Number of objects: 2; Object colors: purple, blue"
Buildings,Buildings scene showing 3 villas,"Background color: cloudy gray; Number of objects: 3; Object colors: yellow, white"
Buildings,Buildings scene showing 5 modern houses,"Background color: sunset orange; Number of objects: 5; Object colors: pink, blue"
Buildings,Buildings scene showing 5 modern houses,"Background color: navy blue; Number of objects: 5; Object colors: white, brown"
Buildings,Buildings scene showing 5 skyscrapers,"Background color: beige; Number of objects: 5; Object colors: blue, yellow"
Buildings,Buildings scene showing 5 castles,"Background color: midnight black; Number of objects: 5; Object colors: white, red"
Buildings,Buildings scene showing 5 modern houses,"Background color: beige; Number of objects: 5; Object colors: yellow, white"
Buildings,Buildings scene showing 4 villas,"Background color: light yellow; Number of objects: 4; Object colors: orange, brown"
Buildings,Buildings scene showing 5 skyscrapers,"Background color: sunset orange; Number of objects: 5; Object colors: yellow, brown"
Buildings,Buildings scene showing 1 villa,"Background color: cloudy gray; Number of objects: 1; Object colors: pink, orange"
Buildings,Buildings scene showing 5 apartments,"Background color: sky blue; Number of objects: 5; Object colors: gray, purple"
Buildings,Buildings scene showing 4 cabins,"Background color: light yellow; Number of objects: 4; Object colors: orange, pink"
Buildings,Buildings scene showing 5 villas,"Background color: sunset orange; Number of objects: 5; Object colors: green, gray"
Buildings,Buildings scene showing 3 modern houses,"Background color: light yellow; Number of objects: 3; Object colors: pink, yellow"
Buildings,Buildings scene showing 1 hut,"Background color: sky blue; Number of objects: 1; Object colors: red, gray"
Buildings,Buildings scene showing 3 skyscrapers,"Background color: midnight black; Number of objects: 3; Object colors: yellow, red"
Buildings,Buildings scene showing 3 skyscrapers,"Background color: navy blue; Number of objects: 3; Object colors: gray, brown"
Buildings,Buildings scene showing 1 cabin,"Background color: beige; Number of objects: 1; Object colors: black, green"
Buildings,Buildings scene showing 1 apartment,"Background color: light yellow; Number of objects: 1; Object colors: brown, yellow"
Buildings,Buildings scene showing 5 castles,"Background color: beige; Number of objects: 5; Object colors: pink, red"
Buildings,Buildings scene showing 3 villas,"Background color: cloudy gray; Number of objects: 3; Object colors: gray, gray"
Buildings,Buildings scene showing 3 huts,"Background color: light yellow; Number of objects: 3; Object colors: orange, black"
Buildings,Buildings scene showing 3 villas,"Background color: beige; Number of objects: 3; Object colors: green, yellow"
Buildings,Buildings scene showing 2 cabins,"Background color: light yellow; Number of objects: 2; Object colors: pink, white"
Buildings,Buildings scene showing 2 huts,"Background color: sky blue; Number of objects: 2; Object colors: purple, green"
Buildings,Buildings scene showing 4 castles,"Background color: sunset orange; Number of objects: 4; Object colors: purple, yellow"
Buildings,Buildings scene showing 5 castles,"Background color: navy blue; Number of objects: 5; Object colors: brown, gray"
Buildings,Buildings scene showing 1 villa,"Background color: cloudy gray; Number of objects: 1; Object colors: gray, green"
Buildings,Buildings scene showing 3 cabins,"Background color: sky blue; Number of objects: 3; Object colors: yellow, black"
Buildings,Buildings scene showing 5 apartments,"Background color: cloudy gray; Number of objects: 5; Object colors: green, green"
Buildings,Buildings scene showing 1 modern house,"Background color: cloudy gray; Number of objects: 1; Object colors: green, yellow"
Buildings,Buildings scene showing 1 hut,"Background color: beige; Number of objects: 1; Object colors: green, orange"
Buildings,Buildings scene showing 2 castles,"Background color: forest green; Number of objects: 2; Object colors: yellow, black"
Buildings,Buildings scene showing 5 villas,"Background color: beige; Number of objects: 5; Object colors: brown, orange"
Buildings,Buildings scene showing 3 modern houses,"Background color: light yellow; Number of objects: 3; Object colors: pink, green"
Buildings,Buildings scene showing 4 huts,"Background color: light yellow; Number of objects: 4; Object colors: purple, white"
Buildings,Buildings scene showing 3 cabins,"Background color: cloudy gray; Number of objects: 3; Object colors: gray, yellow"
Buildings,Buildings scene showing 5 villas,"Background color: forest green; Number of objects: 5; Object colors: black, purple"
Buildings,Buildings scene showing 1 cabin,"Background color: cloudy gray; Number of objects: 1; Object colors: yellow, yellow"
Buildings,Buildings scene showing 3 villas,"Background color: cloudy gray; Number of objects: 3; Object colors: green, red"
Buildings,Buildings scene showing 4 modern houses,"Background color: light yellow; Number of objects: 4; Object colors: orange, pink"
Buildings,Buildings scene showing 1 hut,"Background color: light yellow; Number of objects: 1; Object colors: blue, brown"
Buildings,Buildings scene showing 3 skyscrapers,"Background color: light yellow; Number of objects: 3; Object colors: white, red"
Buildings,Buildings scene showing 4 castles,"Background color: sky blue; Number of objects: 4; Object colors: black, blue"
Buildings,Buildings scene showing 5 villas,"Background color: beige; Number of objects: 5; Object colors: white, black"
Buildings,Buildings scene showing 4 apartments,"Background color: light yellow; Number of objects: 4; Object colors: gray, orange"
Buildings,Buildings scene showing 4 villas,"Background color: sunset orange; Number of objects: 4; Object colors: blue, green"
Buildings,Buildings scene showing 3 cabins,"Background color: sunset orange; Number of objects: 3; Object colors: green, black"
Buildings,Buildings scene showing 4 castles,"Background color: light yellow; Number of objects: 4; Object colors: black, red"
Buildings,Buildings scene showing 1 modern house,"Background color: sunset orange; Number of objects: 1; Object colors: brown, orange"
Buildings,Buildings scene showing 2 cabins,"Background color: navy blue; Number of objects: 2; Object colors: gray, yellow"
Buildings,Buildings scene showing 1 apartment,"Background color: navy blue; Number of objects: 1; Object colors: white, blue"
Buildings,Buildings scene showing 1 hut,"Background color: cloudy gray; Number of objects: 1; Object colors: gray, brown"
Buildings,Buildings scene showing 5 huts,"Background color: sky blue; Number of objects: 5; Object colors: white, white"
Buildings,Buildings scene showing 4 apartments,"Background color: sunset orange; Number of objects: 4; Object colors: black, white"
Buildings,Buildings scene showing 5 cabins,"Background color: forest green; Number of objects: 5; Object colors: pink, gray"
Buildings,Buildings scene showing 3 skyscrapers,"Background color: navy blue; Number of objects: 3; Object colors: yellow, orange"
Buildings,Buildings scene showing 4 modern houses,"Background color: beige; Number of objects: 4; Object colors: brown, blue"
Buildings,Buildings scene showing 4 modern houses,"Background color: sky blue; Number of objects: 4; Object colors: orange, red"
Buildings,Buildings scene showing 1 skyscraper,"Background color: beige; Number of objects: 1; Object colors: white, orange"
Buildings,Buildings scene showing 1 castle,"Background color: light yellow; Number of objects: 1; Object colors: white, orange"
Buildings,Buildings scene showing 5 villas,"Background color: forest green; Number of objects: 5; Object colors: blue, black"
Buildings,Buildings scene showing 5 huts,"Background color: midnight black; Number of objects: 5; Object colors: white, orange"
Buildings,Buildings scene showing 1 cabin,"Background color: sky blue; Number of objects: 1; Object colors: blue, brown"
Buildings,Buildings scene showing 4 cabins,"Background color: beige; Number of objects: 4; Object colors: pink, brown"
Buildings,Buildings scene showing 2 skyscrapers,"Background color: midnight black; Number of objects: 2; Object colors: pink, green"
Buildings,Buildings scene showing 1 hut,"Background color: light yellow; Number of objects: 1; Object colors: brown, red"
Buildings,Buildings scene showing 5 skyscrapers,"Background color: forest green; Number of objects: 5; Object colors: pink, pink"
Buildings,Buildings scene showing 2 apartments,"Background color: sky blue; Number of objects: 2; Object colors: white, purple"
Buildings,Buildings scene showing 4 modern houses,"Background color: light yellow; Number of objects: 4; Object colors: red, black"
Buildings,Buildings scene showing 5 huts,"Background color: sunset orange; Number of objects: 5; Object colors: purple, purple"
Buildings,Buildings scene showing 2 villas,"Background color: navy blue; Number of objects: 2; Object colors: green, yellow"
Buildings,Buildings scene showing 2 castles,"Background color: forest green; Number of objects: 2; Object colors: pink, green"
Buildings,Buildings scene showing 2 cabins,"Background color: beige; Number of objects: 2; Object colors: white, purple"
Buildings,Buildings scene showing 2 modern houses,"Background color: cloudy gray; Number of objects: 2; Object colors: pink, brown"
Buildings,Buildings scene showing 5 villas,"Background color: navy blue; Number of objects: 5; Object colors: green, gray"
Buildings,Buildings scene showing 4 cabins,"Background color: sunset orange; Number of objects: 4; Object colors: orange, white"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: sky blue; Number of objects: 4; Object colors: yellow, yellow"
Buildings,Buildings scene showing 1 hut,"Background color: navy blue; Number of objects: 1; Object colors: yellow, blue"
Buildings,Buildings scene showing 3 cabins,"Background color: forest green; Number of objects: 3; Object colors: white, blue"
Buildings,Buildings scene showing 5 villas,"Background color: cloudy gray; Number of objects: 5; Object colors: pink, red"
Buildings,Buildings scene showing 2 cabins,"Background color: cloudy gray; Number of objects: 2; Object colors: brown, purple"
Buildings,Buildings scene showing 2 apartments,"Background color: light yellow; Number of objects: 2; Object colors: purple, black"
Buildings,Buildings scene showing 5 skyscrapers,"Background color: sky blue; Number of objects: 5; Object colors: black, pink"
Buildings,Buildings scene showing 4 apartments,"Background color: cloudy gray; Number of objects: 4; Object colors: orange, purple"
Buildings,Buildings scene showing 3 huts,"Background color: beige; Number of objects: 3; Object colors: orange, green"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: forest green; Number of objects: 4; Object colors: gray, pink"
Buildings,Buildings scene showing 2 castles,"Background color: beige; Number of objects: 2; Object colors: red, gray"
Buildings,Buildings scene showing 1 castle,"Background color: beige; Number of objects: 1; Object colors: blue, brown"
Buildings,Buildings scene showing 3 huts,"Background color: beige; Number of objects: 3; Object colors: black, brown"
Buildings,Buildings scene showing 2 villas,"Background color: forest green; Number of objects: 2; Object colors: white, black"
Buildings,Buildings scene showing 4 castles,"Background color: sunset orange; Number of objects: 4; Object colors: purple, orange"
Buildings,Buildings scene showing 5 castles,"Background color: beige; Number of objects: 5; Object colors: orange, yellow"
Buildings,Buildings scene showing 5 villas,"Background color: light yellow; Number of objects: 5; Object colors: purple, blue"
Buildings,Buildings scene showing 3 modern houses,"Background color: sunset orange; Number of objects: 3; Object colors: blue, red"
Buildings,Buildings scene showing 2 modern houses,"Background color: navy blue; Number of objects: 2; Object colors: pink, pink"
Buildings,Buildings scene showing 1 villa,"Background color: beige; Number of objects: 1; Object colors: yellow, purple"
Buildings,Buildings scene showing 2 skyscrapers,"Background color: cloudy gray; Number of objects: 2; Object colors: purple, pink"
Buildings,Buildings scene showing 2 castles,"Background color: midnight black; Number of objects: 2; Object colors: orange, green"
Buildings,Buildings scene showing 4 castles,"Background color: beige; Number of objects: 4; Object colors: purple, purple"
Buildings,Buildings scene showing 1 cabin,"Background color: midnight black; Number of objects: 1; Object colors: blue, gray"
Buildings,Buildings scene showing 3 villas,"Background color: beige; Number of objects: 3; Object colors: brown, blue"
Buildings,Buildings scene showing 4 castles,"Background color: cloudy gray; Number of objects: 4; Object colors: blue, purple"
Buildings,Buildings scene showing 5 apartments,"Background color: sunset orange; Number of objects: 5; Object colors: green, purple"
Buildings,Buildings scene showing 4 castles,"Background color: sunset orange; Number of objects: 4; Object colors: black, pink"
Buildings,Buildings scene showing 4 cabins,"Background color: light yellow; Number of objects: 4; Object colors: green, gray"
Buildings,Buildings scene showing 2 huts,"Background color: navy blue; Number of objects: 2; Object colors: orange, purple"
Buildings,Buildings scene showing 5 villas,"Background color: sunset orange; Number of objects: 5; Object colors: yellow, green"
Buildings,Buildings scene showing 5 modern houses,"Background color: midnight black; Number of objects: 5; Object colors: purple, brown"
Buildings,Buildings scene showing 4 apartments,"Background color: forest green; Number of objects: 4; Object colors: purple, blue"
Buildings,Buildings scene showing 1 hut,"Background color: light yellow; Number of objects: 1; Object colors: red, white"
Buildings,Buildings scene showing 5 cabins,"Background color: sky blue; Number of objects: 5; Object colors: gray, green"
Buildings,Buildings scene showing 4 modern houses,"Background color: midnight black; Number of objects: 4; Object colors: yellow, orange"
Buildings,Buildings scene showing 2 castles,"Background color: cloudy gray; Number of objects: 2; Object colors: pink, blue"
Buildings,Buildings scene showing 1 hut,"Background color: navy blue; Number of objects: 1; Object colors: pink, orange"
Buildings,Buildings scene showing 1 cabin,"Background color: sky blue; Number of objects: 1; Object colors: pink, purple"
Buildings,Buildings scene showing 4 villas,"Background color: sky blue; Number of objects: 4; Object colors: blue, pink"
Buildings,Buildings scene showing 2 villas,"Background color: midnight black; Number of objects: 2; Object colors: gray, red"
Buildings,Buildings scene showing 5 skyscrapers,"Background color: light yellow; Number of objects: 5; Object colors: white, pink"
Buildings,Buildings scene showing 4 apartments,"Background color: midnight black; Number of objects: 4; Object colors: purple, gray"
Buildings,Buildings scene showing 4 cabins,"Background color: forest green; Number of objects: 4; Object colors: gray, gray"
Buildings,Buildings scene showing 1 apartment,"Background color: beige; Number of objects: 1; Object colors: green, gray"
Buildings,Buildings scene showing 5 villas,"Background color: light yellow; Number of objects: 5; Object colors: orange, green"
Buildings,Buildings scene showing 5 modern houses,"Background color: beige; Number of objects: 5; Object colors: gray, yellow"
Buildings,Buildings scene showing 1 apartment,"Background color: midnight black; Number of objects: 1; Object colors: black, gray"
Buildings,Buildings scene showing 1 apartment,"Background color: navy blue; Number of objects: 1; Object colors: white, blue"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: forest green; Number of objects: 4; Object colors: purple, gray"
Buildings,Buildings scene showing 5 villas,"Background color: navy blue; Number of objects: 5; Object colors: white, pink"
Buildings,Buildings scene showing 4 castles,"Background color: sunset orange; Number of objects: 4; Object colors: white, orange"
Buildings,Buildings scene showing 3 modern houses,"Background color: forest green; Number of objects: 3; Object colors: blue, blue"
Buildings,Buildings scene showing 4 apartments,"Background color: forest green; Number of objects: 4; Object colors: yellow, orange"
Buildings,Buildings scene showing 5 huts,"Background color: sunset orange; Number of objects: 5; Object colors: white, black"
Buildings,Buildings scene showing 5 huts,"Background color: sunset orange; Number of objects: 5; Object colors: purple, green"
Buildings,Buildings scene showing 2 castles,"Background color: navy blue; Number of objects: 2; Object colors: purple, red"
Buildings,Buildings scene showing 1 modern house,"Background color: cloudy gray; Number of objects: 1; Object colors: black, yellow"
Buildings,Buildings scene showing 1 modern house,"Background color: midnight black; Number of objects: 1; Object colors: brown, gray"
Buildings,Buildings scene showing 2 castles,"Background color: midnight black; Number of objects: 2; Object colors: blue, orange"
Buildings,Buildings scene showing 3 skyscrapers,"Background color: sky blue; Number of objects: 3; Object colors: brown, gray"
Buildings,Buildings scene showing 2 apartments,"Background color: navy blue; Number of objects: 2; Object colors: purple, blue"
Buildings,Buildings scene showing 4 modern houses,"Background color: navy blue; Number of objects: 4; Object colors: white, orange"
Buildings,Buildings scene showing 1 hut,"Background color: light yellow; Number of objects: 1; Object colors: black, blue"
Buildings,Buildings scene showing 5 cabins,"Background color: sunset orange; Number of objects: 5; Object colors: green, green"
Buildings,Buildings scene showing 3 villas,"Background color: navy blue; Number of objects: 3; Object colors: red, red"
Buildings,Buildings scene showing 3 modern houses,"Background color: beige; Number of objects: 3; Object colors: yellow, blue"
Buildings,Buildings scene showing 2 villas,"Background color: sky blue; Number of objects: 2; Object colors: blue, blue"
Buildings,Buildings scene showing 2 modern houses,"Background color: light yellow; Number of objects: 2; Object colors: blue, gray"
Buildings,Buildings scene showing 1 skyscraper,"Background color: navy blue; Number of objects: 1; Object colors: gray, red"
Buildings,Buildings scene showing 5 apartments,"Background color: navy blue; Number of objects: 5; Object colors: purple, brown"
Buildings,Buildings scene showing 5 modern houses,"Background color: navy blue; Number of objects: 5; Object colors: black, yellow"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: cloudy gray; Number of objects: 4; Object colors: orange, brown"
Buildings,Buildings scene showing 2 modern houses,"Background color: sunset orange; Number of objects: 2; Object colors: white, orange"
Buildings,Buildings scene showing 2 huts,"Background color: beige; Number of objects: 2; Object colors: purple, white"
Buildings,Buildings scene showing 5 skyscrapers,"Background color: cloudy gray; Number of objects: 5; Object colors: yellow, red"
Buildings,Buildings scene showing 3 modern houses,"Background color: beige; Number of objects: 3; Object colors: purple, gray"
Buildings,Buildings scene showing 2 cabins,"Background color: navy blue; Number of objects: 2; Object colors: red, orange"
Buildings,Buildings scene showing 2 huts,"Background color: navy blue; Number of objects: 2; Object colors: blue, white"
Buildings,Buildings scene showing 4 villas,"Background color: sunset orange; Number of objects: 4; Object colors: purple, blue"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: forest green; Number of objects: 4; Object colors: red, white"
Buildings,Buildings scene showing 5 huts,"Background color: sunset orange; Number of objects: 5; Object colors: pink, purple"
Buildings,Buildings scene showing 5 apartments,"Background color: beige; Number of objects: 5; Object colors: blue, pink"
Buildings,Buildings scene showing 3 huts,"Background color: cloudy gray; Number of objects: 3; Object colors: red, purple"
Buildings,Buildings scene showing 1 villa,"Background color: midnight black; Number of objects: 1; Object colors: gray, brown"
Buildings,Buildings scene showing 5 cabins,"Background color: cloudy gray; Number of objects: 5; Object colors: brown, pink"
Buildings,Buildings scene showing 1 apartment,"Background color: light yellow; Number of objects: 1; Object colors: orange, blue"
Buildings,Buildings scene showing 2 apartments,"Background color: light yellow; Number of objects: 2; Object colors: gray, brown"
Buildings,Buildings scene showing 2 villas,"Background color: sky blue; Number of objects: 2; Object colors: orange, gray"
Buildings,Buildings scene showing 3 villas,"Background color: navy blue; Number of objects: 3; Object colors: pink, orange"
Buildings,Buildings scene showing 5 villas,"Background color: sunset orange; Number of objects: 5; Object colors: pink, pink"
Buildings,Buildings scene showing 1 modern house,"Background color: light yellow; Number of objects: 1; Object colors: white, pink"
Buildings,Buildings scene showing 1 skyscraper,"Background color: midnight black; Number of objects: 1; Object colors: blue, gray"
Buildings,Buildings scene showing 3 skyscrapers,"Background color: sky blue; Number of objects: 3; Object colors: green, gray"
Buildings,Buildings scene showing 2 huts,"Background color: navy blue; Number of objects: 2; Object colors: yellow, yellow"
Buildings,Buildings scene showing 5 villas,"Background color: cloudy gray; Number of objects: 5; Object colors: white, purple"
Buildings,Buildings scene showing 4 cabins,"Background color: light yellow; Number of objects: 4; Object colors: gray, purple"
Buildings,Buildings scene showing 4 cabins,"Background color: beige; Number of objects: 4; Object colors: purple, black"
Buildings,Buildings scene showing 1 hut,"Background color: cloudy gray; Number of objects: 1; Object colors: purple, green"
Buildings,Buildings scene showing 1 cabin,"Background color: light yellow; Number of objects: 1; Object colors: yellow, pink"
Buildings,Buildings scene showing 3 skyscrapers,"Background color: midnight black; Number of objects: 3; Object colors: yellow, pink"
Buildings,Buildings scene showing 2 modern houses,"Background color: navy blue; Number of objects: 2; Object colors: brown, yellow"
Buildings,Buildings scene showing 3 huts,"Background color: light yellow; Number of objects: 3; Object colors: red, gray"
Buildings,Buildings scene showing 2 modern houses,"Background color: sky blue; Number of objects: 2; Object colors: gray, red"
Buildings,Buildings scene showing 5 huts,"Background color: forest green; Number of objects: 5; Object colors: red, orange"
Buildings,Buildings scene showing 5 skyscrapers,"Background color: cloudy gray; Number of objects: 5; Object colors: orange, yellow"
Buildings,Buildings scene showing 3 huts,"Background color: sunset orange; Number of objects: 3; Object colors: black, blue"
Buildings,Buildings scene showing 2 cabins,"Background color: navy blue; Number of objects: 2; Object colors: brown, green"
Buildings,Buildings scene showing 2 cabins,"Background color: light yellow; Number of objects: 2; Object colors: black, red"
Buildings,Buildings scene showing 4 skyscrapers,"Background color: sunset orange; Number of objects: 4; Object colors: blue, black"
Buildings,Buildings scene showing 2 apartments,"Background color: midnight black; Number of objects: 2; Object colors: brown, black"
Buildings,Buildings scene showing 4 cabins,"Background color: sunset orange; Number of objects: 4; Object colors: gray, green"
Buildings,Buildings scene showing 3 huts,"Background color: beige; Number of objects: 3; Object colors: pink, red"
Buildings,Buildings scene showing 5 modern houses,"Background color: forest green; Number of objects: 5; Object colors: orange, purple"
Buildings,Buildings scene showing 3 modern houses,"Background color: midnight black; Number of objects: 3; Object colors: yellow, orange"
Buildings,Buildings scene showing 4 modern houses,"Background color: midnight black; Number of objects: 4; Object colors: purple, yellow"
Buildings,Buildings scene showing 5 villas,"Background color: midnight black; Number of objects: 5; Object colors: brown, pink"
Buildings,Buildings scene showing 4 villas,"Background color: sky blue; Number of objects: 4; Object colors: purple, purple"
Buildings,Buildings scene showing 2 modern houses,"Background color: forest green; Number of objects: 2; Object colors: blue, blue"
Buildings,Buildings scene showing 2 villas,"Background color: midnight black; Number of objects: 2; Object colors: yellow, black"
Buildings,Buildings scene showing 1 villa,"Background color: navy blue; Number of objects: 1; Object colors: brown, white"
Buildings,Buildings scene showing 5 modern houses,"Background color: navy blue; Number of objects: 5; Object colors: orange, white"
Buildings,Buildings scene showing 3 huts,"Background color: cloudy gray; Number of objects: 3; Object colors: brown, purple"
Buildings,Buildings scene showing 2 apartments,"Background color: navy blue; Number of objects: 2; Object colors: gray, brown"
Buildings,Buildings scene showing 3 villas,"Background color: light yellow; Number of objects: 3; Object colors: green, brown"
Live Things,Live Things scene showing 1 sparrow,"Background color: light yellow; Number of objects: 1; Object colors: gray, white"
Live Things,Live Things scene showing 4 lions,"Background color: beige; Number of objects: 4; Object colors: pink, black"
Live Things,Live Things scene showing 1 cat,"Background color: cloudy gray; Number of objects: 1; Object colors: green, white"
Live Things,Live Things scene showing 3 fishs,"Background color: sunset orange; Number of objects: 3; Object colors: white, yellow"
Live Things,Live Things scene showing 2 eagles,"Background color: forest green; Number of objects: 2; Object colors: gray, pink"
Live Things,Live Things scene showing 4 deers,"Background color: beige; Number of objects: 4; Object colors: blue, white"
Live Things,Live Things scene showing 1 sparrow,"Background color: cloudy gray; Number of objects: 1; Object colors: orange, brown"
